date	open	high	low	close	price	total_volume	market_cap	price_change_pct	market_cap_rank	circulating_supply	month	year	quarter	day_of_week	rolling_7d_avg	rolling_30d_avg	volatility_7d	volume_usd
7/24/2023	2169.62	2213.15	2125.54	2192.58	2192.58	18699304214	2.63109E+11	4.8773	2	120189678	July	2023	Q3	Monday	2125.93	2051.12	74.7895	18699304214
7/25/2023	2194.13	2294.51	2182.4	2229.86	2229.86	14188602025	2.67583E+11	1.6719	2	120138824	July	2023	Q3	Tuesday	2129.71	2060.72	79.861	14188602025
7/26/2023	2202.64	2270.15	2209.69	2225.5	2225.5	18105478902	2.6706E+11	-0.1957	2	119809438	July	2023	Q3	Wednesday	2140.4	2068.2	87.7513	18105478902
7/27/2023	2105.93	2112.46	2035.86	2087.37	2087.37	15859595832	2.50485E+11	-6.6174	2	120159424	July	2023	Q3	Thursday	2154.81	2074.21	63.082	15859595832
7/28/2023	2163.52	2180.54	2051.01	2133.17	2133.17	6808376246	2.55981E+11	2.147	2	120113279	July	2023	Q3	Friday	2151.31	2077.45	63.5743	6808376246
7/29/2023	2216.6	2203.55	2163.34	2187.7	2187.7	18536799609	2.62524E+11	2.4924	2	120112150	July	2023	Q3	Saturday	2163.12	2084.89	61.177	18536799609
7/30/2023	2233.2	2299.31	2177.06	2242.42	2242.42	5996657665	2.69091E+11	2.4404	2	119983198	July	2023	Q3	Sunday	2185.51	2093.11	56.6136	5996657665
7/31/2023	2143.43	2159.81	2103.5	2129.12	2129.12	13009512088	2.55494E+11	-5.3216	2	119959202	July	2023	Q3	Monday	2176.45	2098.17	60.2573	13009512088
8/1/2023	2130.13	2226.52	2104.37	2155.57	2155.57	7132056857	2.58669E+11	1.2271	2	119921166	August	2023	Q3	Tuesday	2165.84	2097.35	55.6483	7132056857
8/2/2023	2067.54	2117.86	2067.31	2084.79	2084.79	5175599161	2.50174E+11	-3.3954	2	119826278	August	2023	Q3	Wednesday	2145.73	2098.94	55.9173	5175599161
8/3/2023	2113.34	2123.91	2037.17	2080.36	2080.36	11330513902	2.49644E+11	-0.2125	2	119891294	August	2023	Q3	Thursday	2144.73	2102.96	57.1852	11330513902
8/4/2023	2200.02	2255.86	2173.13	2243.73	2243.73	9425610615	2.69248E+11	7.2811	2	119898641	August	2023	Q3	Friday	2160.53	2107.21	67.7512	9425610615
8/5/2023	2251.84	2307.06	2250.5	2289.8	2289.8	12290007407	2.74776E+11	2.012	2	119993631	August	2023	Q3	Saturday	2175.11	2118.24	83.6912	12290007407
8/6/2023	2152.58	2218.84	2116.45	2178.03	2178.03	13657998301	2.61363E+11	-5.1321	2	120098978	August	2023	Q3	Sunday	2165.91	2121.54	78.4339	13657998301
8/7/2023	2223.54	2315.86	2192.03	2266.46	2266.46	5656086085	2.71975E+11	3.9019	2	119989524	August	2023	Q3	Monday	2185.53	2133.39	84.6289	5656086085
8/8/2023	2189.16	2275.07	2134.37	2217.41	2217.41	6845049427	2.66089E+11	-2.212	2	119823138	August	2023	Q3	Tuesday	2194.37	2141.72	84.2063	6845049427
8/9/2023	2146.19	2171.62	2110.83	2139.09	2139.09	13379635947	2.56691E+11	-3.6615	2	120183116	August	2023	Q3	Wednesday	2202.13	2143.2	74.3541	13379635947
8/10/2023	2214.76	2286.9	2179.59	2221.75	2221.75	10147510298	2.66609E+11	3.7204	2	120177090	August	2023	Q3	Thursday	2222.32	2145.81	51.4353	10147510298
8/11/2023	2354.34	2399.3	2293.98	2317.93	2317.93	15937602313	2.78152E+11	4.1497	2	120114076	August	2023	Q3	Friday	2232.92	2152.96	62.9408	15937602313
8/12/2023	2221.86	2264.86	2106.82	2194	2194	14784374729	2.63281E+11	-5.6485	2	120196531	August	2023	Q3	Saturday	2219.24	2156.57	58.7912	14784374729
8/13/2023	2309.25	2338.79	2236.93	2323.95	2323.95	17684065445	2.78874E+11	5.5916	2	120017793	August	2023	Q3	Sunday	2240.08	2164.85	67.036	17684065445
8/14/2023	1971.88	2034.48	1943.45	1991.04	1991.04	15387392400	2.38924E+11	-16.7206	2	120185107	August	2023	Q3	Monday	2200.74	2165	113.6176	15387392400
8/15/2023	2257.23	2287.81	2189.95	2268.14	2268.14	11448966161	2.72177E+11	12.2172	2	119830242	August	2023	Q3	Tuesday	2207.99	2172.2	116.4411	11448966161
8/16/2023	2219.05	2240.85	2159.69	2211.06	2211.06	15094499336	2.65327E+11	-2.5816	2	119946272	August	2023	Q3	Wednesday	2218.27	2176.66	112.4529	15094499336
8/17/2023	2161.58	2268.08	2123.3	2181.83	2181.83	9130717614	2.61819E+11	-1.3399	2	119890153	August	2023	Q3	Thursday	2212.56	2175.94	113.2563	9130717614
8/18/2023	2225.68	2236.8	2196.7	2214.68	2214.68	9594702482	2.65762E+11	1.4835	2	119878333	August	2023	Q3	Friday	2197.81	2178.07	103.5547	9594702482
8/19/2023	2042.45	2095.92	1985.44	2049.88	2049.88	16834777399	2.45985E+11	-8.0398	2	119856321	August	2023	Q3	Saturday	2177.23	2180.18	117.7881	16834777399
8/20/2023	2197.36	2251.21	2172.03	2192.8	2192.8	11696292746	2.63136E+11	6.5179	2	120048965	August	2023	Q3	Sunday	2158.49	2181.36	99.5838	11696292746
8/21/2023	2234.67	2306.68	2164.41	2240.39	2240.39	16975705108	2.68847E+11	2.1242	2	120112529	August	2023	Q3	Monday	2194.11	2185.87	69.866	16975705108
8/22/2023	2312.29	2388.79	2255.99	2331.46	2331.46	17336335605	2.79775E+11	3.9061	2	120031319	August	2023	Q3	Tuesday	2203.16	2194.06	83.7647	17336335605
8/23/2023	2212.12	2184.75	2108.36	2173.14	2173.14	17863435065	2.60776E+11	-7.2855	2	119858785	August	2023	Q3	Wednesday	2197.74	2193.41	84.3922	17863435065
8/24/2023	2173.94	2186.59	2137.78	2151.26	2151.26	18749528538	2.58151E+11	-1.0171	2	120124450	August	2023	Q3	Thursday	2193.37	2190.79	86.1259	18749528538
8/25/2023	2145.76	2227.44	2143.12	2177.1	2177.1	11464778308	2.61252E+11	1.1872	2	120054382	August	2023	Q3	Friday	2188	2189.18	85.7468	11464778308
8/26/2023	2325.53	2310.26	2259.19	2291.76	2291.76	9783002275	2.75011E+11	5.0029	2	119955266	August	2023	Q3	Saturday	2222.56	2195.99	67.6314	9783002275
8/27/2023	2244.96	2284.88	2206.54	2246.09	2246.09	13732981199	2.6953E+11	-2.0334	2	120069652	August	2023	Q3	Sunday	2230.17	2199.76	66.7165	13732981199
8/28/2023	2213.03	2192.07	2161.07	2178.65	2178.65	10567586352	2.61438E+11	-3.0954	2	119903962	August	2023	Q3	Monday	2221.35	2199.46	69.1761	10567586352
8/29/2023	2290.47	2280.86	2177.78	2263.32	2263.32	14016112502	2.71598E+11	3.7411	2	119938077	August	2023	Q3	Tuesday	2211.62	2200.15	54.2927	14016112502
8/30/2023	2224.57	2273.4	2176.84	2231.25	2231.25	15583787940	2.6775E+11	-1.4375	2	120166994	August	2023	Q3	Wednesday	2219.92	2203.56	51.815	15583787940
8/31/2023	2258.21	2324.39	2266.06	2302.19	2302.19	15326075277	2.76263E+11	3.0815	2	119916202	August	2023	Q3	Thursday	2241.48	2208.44	49.8482	15326075277
9/1/2023	2149.67	2223.7	2128.75	2169.75	2169.75	10618293305	2.6037E+11	-6.104	2	119987995	September	2023	Q3	Friday	2240.43	2211.28	51.481	10618293305
9/2/2023	2204.58	2265.03	2155.46	2200.92	2200.92	7502903025	2.6411E+11	1.4162	2	120156056	September	2023	Q3	Saturday	2227.45	2215.3	47.6955	7502903025
9/3/2023	2208.72	2269.53	2139.82	2196.99	2196.99	11457940077	2.63638E+11	-0.1789	2	120083089	September	2023	Q3	Sunday	2220.44	2213.74	48.1065	11457940077
9/4/2023	2092.05	2137.87	2063.82	2112.51	2112.51	7138912161	2.53501E+11	-3.9989	2	119824881	September	2023	Q3	Monday	2210.99	2207.83	62.1326	7138912161
9/5/2023	2222.01	2279.02	2170.71	2254.53	2254.53	18351455528	2.70544E+11	6.2994	2	119858921	September	2023	Q3	Tuesday	2209.73	2210.38	60.9768	18351455528
9/6/2023	2283.18	2272.51	2202.54	2253	2253	10188161911	2.7036E+11	-0.0681	2	119803137	September	2023	Q3	Wednesday	2212.84	2209.93	62.7833	10188161911
9/7/2023	2277.1	2294.74	2145.08	2233.82	2233.82	7316896208	2.68058E+11	-0.8587	2	120052369	September	2023	Q3	Thursday	2203.07	2210.48	50.7274	7316896208
9/8/2023	2218.24	2281.84	2138.85	2215.96	2215.96	5381716399	2.65915E+11	-0.8057	2	119979069	September	2023	Q3	Friday	2209.68	2213.04	48.6314	5381716399
9/9/2023	2094.97	2135.81	2096.75	2122.85	2122.85	14687335794	2.54742E+11	-4.3861	2	119853710	September	2023	Q3	Saturday	2198.52	2209.74	58.8521	14687335794
9/10/2023	2183.75	2287.05	2121.02	2203.82	2203.82	14553534762	2.64458E+11	3.6739	2	120183174	September	2023	Q3	Sunday	2199.5	2205.94	58.8791	14553534762
9/11/2023	2168.88	2226.56	2191.42	2211.48	2211.48	10109062499	2.65378E+11	0.3464	2	120011864	September	2023	Q3	Monday	2213.64	2206.52	44.6799	10109062499
9/12/2023	2212.25	2228.29	2103.04	2176.18	2176.18	6075678333	2.61142E+11	-1.6219	2	119896757	September	2023	Q3	Tuesday	2202.44	2201.6	42.4884	6075678333
9/13/2023	2194.9	2295.44	2188.14	2228.98	2228.98	11144433423	2.67478E+11	2.3686	2	120000241	September	2023	Q3	Wednesday	2199.01	2209.53	38.5085	11144433423
9/14/2023	2282.74	2356.53	2194.46	2275.77	2275.77	9668262426	2.73093E+11	2.0562	2	120071848	September	2023	Q3	Thursday	2205.01	2209.78	47.1278	9668262426
9/15/2023	2374.31	2467.83	2311.19	2395.97	2395.97	15156809596	2.87516E+11	5.0164	2	119830496	September	2023	Q3	Friday	2230.72	2215.94	86.6453	15156809596
9/16/2023	2265.62	2335.46	2185.64	2260.72	2260.72	14086688742	2.71286E+11	-5.9826	2	119909882	September	2023	Q3	Saturday	2250.42	2218.57	72.5634	14086688742
9/17/2023	2282.84	2307.4	2195.01	2269.09	2269.09	10468905923	2.72291E+11	0.3692	2	120122786	September	2023	Q3	Sunday	2259.74	2220.39	69.7154	10468905923
9/18/2023	2273.94	2319.57	2209.18	2244.34	2244.34	8268388314	2.69321E+11	-1.103	2	119983866	September	2023	Q3	Monday	2264.44	2226.87	66.9766	8268388314
9/19/2023	2074.02	2115.04	2082.23	2098.66	2098.66	19820539492	2.5184E+11	-6.9413	2	120018631	September	2023	Q3	Tuesday	2253.36	2223.73	87.3205	19820539492
9/20/2023	2207.94	2333.78	2208.97	2251.99	2251.99	11810024318	2.70239E+11	6.8084	2	119973126	September	2023	Q3	Wednesday	2256.65	2224.12	86.6805	11810024318
9/21/2023	2228.11	2315.58	2235.91	2260.95	2260.95	15324113537	2.71314E+11	0.3962	2	119817560	September	2023	Q3	Thursday	2254.53	2221.77	86.3158	15324113537
9/22/2023	2494.57	2537.79	2383.29	2455.28	2455.28	7108294514	2.94634E+11	7.915	2	119866300	September	2023	Q3	Friday	2263	2231.17	103.6783	7108294514
9/23/2023	2278.59	2291.78	2206.59	2245.01	2245.01	12283845495	2.69401E+11	-9.3662	2	119978217	September	2023	Q3	Saturday	2260.76	2234.3	103.9058	12283845495
9/24/2023	2295.69	2349.73	2197.27	2286.78	2286.78	5413050798	2.74414E+11	1.8267	2	119883674	September	2023	Q3	Sunday	2263.29	2237.95	104.3563	5413050798
9/25/2023	2271.33	2315.22	2200.17	2262.23	2262.23	12581826769	2.71468E+11	-1.0854	2	119819992	September	2023	Q3	Monday	2265.84	2236.97	104.0335	12581826769
9/26/2023	2188.3	2240.48	2100.5	2173.95	2173.95	19460261107	2.60874E+11	-4.0609	2	120137460	September	2023	Q3	Tuesday	2276.6	2234.56	86.2382	19460261107
9/27/2023	2330.73	2379.95	2338.64	2361.4	2361.4	10763100695	2.83368E+11	7.938	2	120192477	September	2023	Q3	Wednesday	2292.23	2240.66	90.8275	10763100695
9/28/2023	2371.42	2349.34	2250.7	2332.75	2332.75	5584940189	2.7993E+11	-1.2281	2	120117257	September	2023	Q3	Thursday	2302.49	2242.97	90.7607	5584940189
9/29/2023	2331	2370.51	2251.37	2338.59	2338.59	5464336864	2.80631E+11	0.25	2	120141514	September	2023	Q3	Friday	2285.82	2246.55	65.1117	5464336864
9/30/2023	2195.07	2228.72	2156.76	2205.38	2205.38	10819801399	2.64645E+11	-6.0405	2	119896791	September	2023	Q3	Saturday	2280.15	2243.32	70.7315	10819801399
10/1/2023	2395.08	2478.26	2330.52	2393.27	2393.27	7400374047	2.87193E+11	7.8509	2	120184251	October	2023	Q4	Sunday	2295.37	2250.77	82.8139	7400374047
10/2/2023	2132.56	2199.45	2102.92	2171.92	2171.92	5350281445	2.60631E+11	-10.1914	2	119878770	October	2023	Q4	Monday	2282.47	2249.81	94.978	5350281445
10/3/2023	2302.99	2425.54	2308.19	2334.15	2334.15	16343204209	2.80098E+11	6.95	2	120180572	October	2023	Q4	Tuesday	2305.35	2254.38	83.0203	16343204209
10/4/2023	2489.15	2507.07	2409.97	2465.67	2465.67	11877845133	2.9588E+11	5.3342	2	120197928	October	2023	Q4	Wednesday	2320.25	2266.15	101.949	11877845133
10/5/2023	2177.58	2239.72	2172.56	2214.53	2214.53	9338671580	2.65744E+11	-11.3403	2	120084689	October	2023	Q4	Thursday	2303.36	2264.82	109.0755	9338671580
10/6/2023	2261.22	2325.43	2229.13	2251.93	2251.93	18501247745	2.70231E+11	1.6605	2	120192457	October	2023	Q4	Friday	2290.98	2264.78	109.328	18501247745
10/7/2023	2285.25	2373.54	2267.53	2308.77	2308.77	6742084403	2.77052E+11	2.462	2	120027816	October	2023	Q4	Saturday	2305.75	2267.28	102.6142	6742084403
10/8/2023	2254.17	2315	2247.47	2264.2	2264.2	19338782434	2.71704E+11	-1.9685	2	119903817	October	2023	Q4	Sunday	2287.31	2268.89	95.6246	19338782434
10/9/2023	2165.75	2237.59	2171.32	2184.21	2184.21	9709500761	2.62106E+11	-3.6618	2	119974798	October	2023	Q4	Monday	2289.07	2270.93	93.2359	9709500761
10/10/2023	2304.28	2387.59	2295.11	2317.66	2317.66	18326055085	2.78119E+11	5.7578	2	120037424	October	2023	Q4	Tuesday	2286.71	2274.73	92.1084	18326055085
10/11/2023	2250.76	2260.21	2144.85	2231.22	2231.22	14044143147	2.67746E+11	-3.8744	2	119829233	October	2023	Q4	Wednesday	2253.22	2275.38	48.4834	14044143147
10/12/2023	2339.09	2452.25	2301.08	2358.23	2358.23	17400610396	2.82987E+11	5.3859	2	120048937	October	2023	Q4	Thursday	2273.75	2281.45	58.7153	17400610396
10/13/2023	2257.02	2339.1	2163.7	2251.05	2251.05	19760197448	2.70125E+11	-4.7615	2	120192471	October	2023	Q4	Friday	2273.62	2282.19	58.7707	19760197448
10/14/2023	2450.62	2521.07	2403.57	2452.97	2452.97	9326081567	2.94356E+11	8.2319	2	119876043	October	2023	Q4	Saturday	2294.22	2288.1	90.078	9326081567
10/15/2023	2285.68	2298.02	2234.67	2270.81	2270.81	19417032281	2.72497E+11	-8.0218	2	120117038	October	2023	Q4	Sunday	2295.16	2283.92	89.7449	19417032281
10/16/2023	2352.72	2378.93	2259.79	2312.32	2312.32	10842228424	2.77478E+11	1.7951	2	120163160	October	2023	Q4	Monday	2313.47	2285.64	75.2372	10842228424
10/17/2023	2430.3	2426.02	2358.82	2407.9	2407.9	10782678571	2.88948E+11	3.9694	2	120177481	October	2023	Q4	Tuesday	2326.36	2290.27	83.3674	10782678571
10/18/2023	2223.55	2262.85	2229.63	2249.2	2249.2	10105806564	2.69903E+11	-7.0559	2	120184054	October	2023	Q4	Wednesday	2328.93	2290.43	80.163	10105806564
10/19/2023	2326.37	2404.07	2305.8	2370.83	2370.83	13121114110	2.845E+11	5.1304	2	120008584	October	2023	Q4	Thursday	2330.73	2299.5	81.0671	13121114110
10/20/2023	2438.88	2514.47	2431.36	2462.29	2462.29	7312175648	2.95475E+11	3.7145	2	120190923	October	2023	Q4	Friday	2360.9	2306.52	85.6519	7312175648
10/21/2023	2242.82	2313.4	2174.7	2234.32	2234.32	13305672280	2.68119E+11	-10.2029	2	120102924	October	2023	Q4	Saturday	2329.67	2305.63	86.3469	13305672280
10/22/2023	2340.25	2455.58	2316.87	2383.01	2383.01	13125572186	2.85962E+11	6.2396	2	119864669	October	2023	Q4	Sunday	2345.7	2303.22	83.9817	13125572186
10/23/2023	2394.12	2468.69	2369.76	2394.47	2394.47	16428527189	2.87336E+11	0.4784	2	119990760	October	2023	Q4	Monday	2357.43	2308.2	84.2798	16428527189
10/24/2023	2451.23	2490.35	2424.32	2441.78	2441.78	17504749429	2.93013E+11	1.9374	2	120087332	October	2023	Q4	Tuesday	2362.27	2313.37	88.527	17504749429
10/25/2023	2270.78	2325.05	2212.04	2285.94	2285.94	11606620255	2.74313E+11	-6.8172	2	119898936	October	2023	Q4	Wednesday	2367.52	2314.16	81.5175	11606620255
10/26/2023	2309.8	2326.13	2236.84	2285.04	2285.04	9534998740	2.74204E+11	-0.0395	2	120056246	October	2023	Q4	Thursday	2355.26	2317.86	87.1887	9534998740
10/27/2023	2399.95	2534.79	2421.16	2438.32	2438.32	8890023460	2.92598E+11	6.2863	2	120066640	October	2023	Q4	Friday	2351.84	2320.42	82.6366	8890023460
10/28/2023	2385.08	2441.86	2329.7	2426.32	2426.32	7919357551	2.91158E+11	-0.4945	2	119865080	October	2023	Q4	Saturday	2379.27	2323.54	67.63	7919357551
10/29/2023	2450.87	2514.55	2411.65	2428.71	2428.71	5864713733	2.91445E+11	0.0983	2	120026034	October	2023	Q4	Sunday	2385.8	2326.55	70.208	5864713733
10/30/2023	2442.16	2504.28	2370.96	2442.6	2442.6	10136719683	2.93112E+11	0.5687	2	120108651	October	2023	Q4	Monday	2392.67	2334.45	73.4795	10136719683
10/31/2023	2384.63	2414.97	2273.48	2366.8	2366.8	9053715382	2.84016E+11	-3.2026	2	119999558	October	2023	Q4	Tuesday	2381.96	2333.57	70.5339	9053715382
11/1/2023	2439.82	2520.53	2413.49	2446.2	2446.2	19496260788	2.93544E+11	3.246	2	119804841	November	2023	Q4	Wednesday	2404.86	2342.71	59.2841	19496260788
11/2/2023	2432.66	2511.74	2433.07	2457.59	2457.59	13365632394	2.94911E+11	0.4634	2	119803615	November	2023	Q4	Thursday	2429.51	2346.83	29.6068	13365632394
